metric_1,metric_2,relationship_type,relationship_strength,is_tradeoff
Conditional Use Accuracy Equality,Accuracy,Kendall,-0.143243700222192,0
system_cpu_utilization_percentage,Equalized Odds,Kendall,-0.14456935032131435,0
F1 Score,Balance for Positive Class,Kendall,-0.14927551908800407,0
Balance for Negative Class,system_system_memory_usage_percentage,Kendall,-0.15086322984943928,0
AUC-ROC,Treatment Equality,Kendall,-0.15639029963945922,0
Recall,Equal Opportunity,Kendall,-0.15886249072064054,0
F1 Score,system_system_memory_usage_megabytes,Kendall,-0.15949082529073944,0
Conditional Use Accuracy Equality,Matthews Corrcoef,Kendall,-0.16956539546889782,0
F1 Score,Equalized Odds,Kendall,-0.17246394923759692,0
Conditional Use Accuracy Equality,Cohen Kappa,Kendall,-0.17536250300629602,0
Balance for Negative Class,system_system_memory_usage_megabytes,Kendall,-0.176477127116087,0
Recall,Equalized Odds,Kendall,-0.1856860274671136,0
F1 Score,Predictive Equality,Kendall,-0.1867068296021872,0
Balance for Negative Class,Equalized Odds,Kendall,-0.19247467438494936,0
F1 Score,system_network_receive_megabytes,Kendall,-0.19972274518389893,0
Recall,Conditional Statistical Parity,Kendall,-0.20028988523341137,0
Recall,Disparate Impact,Kendall,-0.20028988523341137,0
system_network_transmit_megabytes,Cohen Kappa,Kendall,-0.22558612225807287,0
Balance for Negative Class,Disparate Impact,Kendall,-0.2269120314080216,0
Balance for Negative Class,Conditional Statistical Parity,Kendall,-0.2269120314080216,0
system_network_transmit_megabytes,Matthews Corrcoef,Kendall,-0.23133353938566711,0
system_network_transmit_megabytes,Precision,Kendall,-0.23133353938566711,0
F1 Score,Conditional Statistical Parity,Kendall,-0.23306782366482867,0
F1 Score,Disparate Impact,Kendall,-0.23306782366482867,0
AUC-ROC,Test Fairness,Kendall,-0.23869108928571897,0
Balance for Negative Class,Test Fairness,Kendall,-0.2581586964708421,0
Balance for Negative Class,Treatment Equality,Kendall,-0.26193921852387847,0
system_network_transmit_megabytes,Accuracy,Kendall,-0.26923842860316183,0
AUC-ROC,system_network_receive_megabytes,Kendall,-0.2745376955903272,0
system_network_transmit_megabytes,Equal Negative Predictive Value,Kendall,-0.2797808112816013,0
Conditional Use Accuracy Equality,Equal Negative Predictive Value,Kendall,-0.28798842257597684,0
Balance for Negative Class,system_network_receive_megabytes,Kendall,-0.3170849194524815,0
Recall,Balance for Positive Class,Kendall,-0.3185345674435851,0
learning_curve_train_score,Cohen Kappa,Kendall,-0.32412824935820517,0
learning_curve_train_score,Matthews Corrcoef,Kendall,-0.3299422089879488,0
F1 Score,Treatment Equality,Kendall,-0.3405800678221452,0
Well Calibration,system_network_receive_megabytes,Kendall,-0.3428165007112376,0
system_network_transmit_megabytes,Overall Accuracy Equality,Kendall,-0.3592188940014982,0
Recall,Predictive Equality,Kendall,-0.36735788386197865,0
Recall,Treatment Equality,Kendall,-0.3728816974339598,0
learning_curve_train_score,Accuracy,Kendall,-0.37411486251543585,0
Well Calibration,Equal Opportunity,Kendall,-0.38405607050538487,0
Well Calibration,Test Fairness,Kendall,-0.3853566983648957,0
learning_curve_train_score,Equal Negative Predictive Value,Kendall,-0.38751977485972255,0
Log Loss,Equal Negative Predictive Value,Kendall,-0.3945626825766173,0
F1 Score,Test Fairness,Kendall,-0.40232399861086765,0
AUC-ROC,Equal Opportunity,Kendall,-0.4075098763377748,0
Log Loss,Cohen Kappa,Kendall,-0.4267457217238704,0
Log Loss,Matthews Corrcoef,Kendall,-0.43249313885146456,0
Log Loss,Overall Accuracy Equality,Kendall,-0.4403328378082881,0
Log Loss,Accuracy,Kendall,-0.47042758404288715,0
Balance for Negative Class,Equal Opportunity,Kendall,-0.5174876932064947,0
learning_curve_train_score,Precision,Kendall,-0.5218028767694872,0
F1 Score,Equal Opportunity,Kendall,-0.5522938740568464,0
learning_curve_train_score,Overall Accuracy Equality,Kendall,-0.5567886595477173,0
Log Loss,Precision,Kendall,-0.6164104869344794,0
